risk_history_id,customer_id,credit_score_band,credit_score,risk_segment,income_band,employment_status,effective_start_date,effective_end_date,is_current
7622,6334,Good,685,Medium,60K-90K,Employed,2023-01-01,2099-12-31,True
7623,6335,Very Good,745,Medium,125K-200K,Retired,2023-01-01,2099-12-31,True
7624,6336,Fair,633,Low,60K-90K,Employed,2023-01-01,2099-12-31,True
7625,6337,Good,660,Medium,40K-60K,Retired,2023-01-01,2099-12-31,True
7626,6338,No Score,,Low,90K-125K,Employed,2023-01-01,2099-12-31,True
7627,6339,Good,701,Low,200K+,Employed,2023-01-01,2099-12-31,True
7628,6340,Fair,,New/Thin File,60K-90K,Employed,2023-01-01,2024-12-31,False
7629,6340,Good,683,Medium,60K-90K,Employed,2025-01-01,2099-12-31,True
7630,6341,Good,706,Medium,40K-60K,Student,2023-01-01,2099-12-31,True
7631,6342,Excellent,,High,<40K,Employed,2023-01-01,2024-12-31,False
7632,6342,Excellent,795,Medium,<40K,Employed,2025-01-01,2099-12-31,True
7633,6343,Very Good,,Low,<40K,Employed,2023-01-01,2024-12-31,False
7634,6343,Poor,524,High,<40K,Employed,2025-01-01,2099-12-31,True
7635,6344,Excellent,802,Low,40K-60K,Employed,2023-01-01,2099-12-31,True
7636,6345,Very Good,773,Low,125K-200K,Employed,2023-01-01,2099-12-31,True
7637,6346,Poor,,High,60K-90K,Employed,2023-01-01,2024-12-31,False
7638,6346,Good,703,High,60K-90K,Employed,2025-01-01,2099-12-31,True
7639,6347,Very Good,733,Low,<40K,Employed,2023-01-01,2099-12-31,True
7640,6348,Excellent,789,Low,200K+,Employed,2023-01-01,2099-12-31,True
7641,6349,Good,696,High,60K-90K,Employed,2023-01-01,2099-12-31,True
7642,6350,Very Good,735,Low,200K+,Employed,2023-01-01,2099-12-31,True
7643,6351,Excellent,795,Low,60K-90K,Employed,2023-01-01,2099-12-31,True
7644,6352,Fair,644,High,90K-125K,Employed,2023-01-01,2099-12-31,True
7645,6353,Poor,544,Low,40K-60K,Self-employed,2023-01-01,2099-12-31,True
7646,6354,Very Good,748,Low,125K-200K,Employed,2023-01-01,2099-12-31,True
7647,6355,Good,662,Medium,<40K,Employed,2023-01-01,2099-12-31,True
7648,6356,Good,,Low,<40K,Employed,2023-01-01,2024-12-31,False
7649,6356,Fair,647,High,<40K,Employed,2025-01-01,2099-12-31,True
7650,6357,Very Good,744,New/Thin File,<40K,Employed,2023-01-01,2099-12-31,True
7651,6358,Very Good,,New/Thin File,60K-90K,Self-employed,2023-01-01,2024-12-31,False
7652,6358,Good,723,Medium,60K-90K,Self-employed,2025-01-01,2099-12-31,True
7653,6359,No Score,,Medium,60K-90K,Self-employed,2023-01-01,2099-12-31,True
7654,6360,Good,719,High,90K-125K,Self-employed,2023-01-01,2099-12-31,True
7655,6361,Very Good,767,New/Thin File,40K-60K,Employed,2023-01-01,2099-12-31,True
7656,6362,Excellent,820,Medium,<40K,Self-employed,2023-01-01,2099-12-31,True
7657,6363,Fair,,Medium,90K-125K,Employed,2023-01-01,2024-12-31,False
7658,6363,Very Good,742,Low,90K-125K,Employed,2025-01-01,2099-12-31,True
7659,6364,Fair,616,High,125K-200K,Employed,2023-01-01,2099-12-31,True
7660,6365,Good,,High,90K-125K,Unemployed,2023-01-01,2024-12-31,False
7661,6365,Good,696,Low,90K-125K,Unemployed,2025-01-01,2099-12-31,True
7662,6366,Very Good,733,Medium,60K-90K,Employed,2023-01-01,2099-12-31,True
7663,6367,Poor,549,High,125K-200K,Employed,2023-01-01,2099-12-31,True
7664,6368,Fair,,New/Thin File,90K-125K,Employed,2023-01-01,2024-12-31,False
7665,6368,Very Good,760,Low,90K-125K,Employed,2025-01-01,2099-12-31,True
7666,6369,Very Good,739,New/Thin File,90K-125K,Employed,2023-01-01,2099-12-31,True
7667,6370,Excellent,792,High,90K-125K,Student,2023-01-01,2099-12-31,True
7668,6371,Good,672,Medium,40K-60K,Retired,2023-01-01,2099-12-31,True
7669,6372,Very Good,761,Medium,40K-60K,Employed,2023-01-01,2099-12-31,True
7670,6373,Good,682,Low,200K+,Employed,2023-01-01,2099-12-31,True
7671,6374,Good,,Medium,<40K,Employed,2023-01-01,2024-12-31,False
7672,6374,Very Good,742,Low,<40K,Employed,2025-01-01,2099-12-31,True
7673,6375,Good,693,New/Thin File,40K-60K,Employed,2023-01-01,2099-12-31,True
7674,6376,Very Good,751,High,40K-60K,Retired,2023-01-01,2099-12-31,True
7675,6377,Very Good,734,Medium,60K-90K,Employed,2023-01-01,2099-12-31,True
7676,6378,Fair,628,High,40K-60K,Student,2023-01-01,2099-12-31,True
7677,6379,Good,720,Low,60K-90K,Employed,2023-01-01,2099-12-31,True
7678,6380,Excellent,809,Low,<40K,Student,2023-01-01,2099-12-31,True
7679,6381,Very Good,732,Low,125K-200K,Employed,2023-01-01,2099-12-31,True
7680,6382,Fair,595,High,90K-125K,Employed,2023-01-01,2099-12-31,True
7681,6383,Excellent,821,Medium,60K-90K,Employed,2023-01-01,2099-12-31,True
7682,6384,Good,671,Medium,125K-200K,Employed,2023-01-01,2099-12-31,True
7683,6385,Very Good,769,High,60K-90K,Retired,2023-01-01,2099-12-31,True
7684,6386,Fair,,High,60K-90K,Employed,2023-01-01,2024-12-31,False
7685,6386,Good,683,Medium,60K-90K,Employed,2025-01-01,2099-12-31,True
7686,6387,No Score,,Low,60K-90K,Employed,2023-01-01,2099-12-31,True
7687,6388,Very Good,778,Medium,60K-90K,Employed,2023-01-01,2099-12-31,True
7688,6389,Good,672,Low,60K-90K,Employed,2023-01-01,2099-12-31,True
7689,6390,Excellent,800,Medium,60K-90K,Employed,2023-01-01,2099-12-31,True
7690,6391,Good,,Low,60K-90K,Self-employed,2023-01-01,2024-12-31,False
7691,6391,Very Good,761,Low,60K-90K,Self-employed,2025-01-01,2099-12-31,True
7692,6392,Good,683,Medium,60K-90K,Employed,2023-01-01,2099-12-31,True
7693,6393,Poor,547,High,40K-60K,Self-employed,2023-01-01,2099-12-31,True
7694,6394,Fair,,Medium,60K-90K,Employed,2023-01-01,2024-12-31,False
7695,6394,Very Good,746,New/Thin File,60K-90K,Employed,2025-01-01,2099-12-31,True
7696,6395,Good,724,Medium,<40K,Student,2023-01-01,2099-12-31,True
7697,6396,Good,668,Medium,60K-90K,Employed,2023-01-01,2099-12-31,True
7698,6397,Very Good,,Medium,60K-90K,Unemployed,2023-01-01,2024-12-31,False
7699,6397,Very Good,742,New/Thin File,60K-90K,Unemployed,2025-01-01,2099-12-31,True
7700,6398,Fair,634,Low,40K-60K,Employed,2023-01-01,2099-12-31,True
7701,6399,Very Good,,New/Thin File,40K-60K,Employed,2023-01-01,2024-12-31,False
7702,6399,No Score,,High,40K-60K,Employed,2025-01-01,2099-12-31,True
7703,6400,Fair,613,High,125K-200K,Retired,2023-01-01,2099-12-31,True
7704,6401,Very Good,729,High,60K-90K,Employed,2023-01-01,2099-12-31,True
7705,6402,Poor,570,New/Thin File,<40K,Self-employed,2023-01-01,2099-12-31,True
7706,6403,No Score,,Medium,90K-125K,Employed,2023-01-01,2024-12-31,False
7707,6403,Very Good,766,Low,90K-125K,Employed,2025-01-01,2099-12-31,True
7708,6404,Excellent,,New/Thin File,60K-90K,Employed,2023-01-01,2024-12-31,False
7709,6404,Good,723,Medium,60K-90K,Employed,2025-01-01,2099-12-31,True
7710,6405,Very Good,759,High,125K-200K,Employed,2023-01-01,2099-12-31,True
7711,6406,Excellent,784,Medium,40K-60K,Employed,2023-01-01,2099-12-31,True
7712,6407,Good,686,Low,200K+,Retired,2023-01-01,2099-12-31,True
7713,6408,Very Good,776,High,90K-125K,Employed,2023-01-01,2099-12-31,True
7714,6409,Excellent,,High,40K-60K,Employed,2023-01-01,2024-12-31,False
7715,6409,Good,700,Medium,40K-60K,Employed,2025-01-01,2099-12-31,True
7716,6410,Good,685,Medium,40K-60K,Employed,2023-01-01,2099-12-31,True
7717,6411,Very Good,729,Low,<40K,Newcomer/Temporary,2023-01-01,2099-12-31,True
7718,6412,Very Good,778,Low,125K-200K,Employed,2023-01-01,2099-12-31,True
7719,6413,Good,691,Low,<40K,Employed,2023-01-01,2099-12-31,True
7720,6414,Excellent,833,Low,125K-200K,Retired,2023-01-01,2099-12-31,True
7721,6415,Excellent,791,Low,<40K,Employed,2023-01-01,2099-12-31,True
7722,6416,Good,708,New/Thin File,40K-60K,Self-employed,2023-01-01,2099-12-31,True
7723,6417,Excellent,806,Medium,<40K,Employed,2023-01-01,2099-12-31,True
7724,6418,Poor,523,Medium,<40K,Retired,2023-01-01,2099-12-31,True
7725,6419,Fair,612,Low,40K-60K,Retired,2023-01-01,2099-12-31,True
7726,6420,Good,710,Low,125K-200K,Newcomer/Temporary,2023-01-01,2099-12-31,True
7727,6421,Good,681,New/Thin File,60K-90K,Student,2023-01-01,2099-12-31,True
7728,6422,Good,684,Medium,90K-125K,Employed,2023-01-01,2099-12-31,True
7729,6423,No Score,,Medium,<40K,Self-employed,2023-01-01,2099-12-31,True
7730,6424,Good,688,High,40K-60K,Self-employed,2023-01-01,2099-12-31,True
7731,6425,Very Good,736,New/Thin File,40K-60K,Employed,2023-01-01,2099-12-31,True
7732,6426,Fair,600,New/Thin File,<40K,Employed,2023-01-01,2099-12-31,True
7733,6427,Very Good,740,Medium,60K-90K,Employed,2023-01-01,2099-12-31,True
7734,6428,Fair,647,High,60K-90K,Employed,2023-01-01,2099-12-31,True
7735,6429,Good,707,New/Thin File,60K-90K,Employed,2023-01-01,2099-12-31,True
7736,6430,Good,681,High,<40K,Employed,2023-01-01,2099-12-31,True
7737,6431,Good,664,Medium,<40K,Employed,2023-01-01,2099-12-31,True
7738,6432,Excellent,,Low,<40K,Employed,2023-01-01,2024-12-31,False
7739,6432,Very Good,734,Medium,<40K,Employed,2025-01-01,2099-12-31,True
7740,6433,Poor,563,New/Thin File,60K-90K,Student,2023-01-01,2099-12-31,True
7741,6434,Good,685,Low,125K-200K,Employed,2023-01-01,2099-12-31,True
7742,6435,Good,678,Low,60K-90K,Employed,2023-01-01,2099-12-31,True
7743,6436,Fair,596,High,60K-90K,Employed,2023-01-01,2099-12-31,True
7744,6437,Fair,635,High,200K+,Employed,2023-01-01,2099-12-31,True
7745,6438,Fair,627,Medium,90K-125K,Employed,2023-01-01,2099-12-31,True
7746,6439,Very Good,752,New/Thin File,40K-60K,Employed,2023-01-01,2099-12-31,True
7747,6440,Fair,,New/Thin File,<40K,Employed,2023-01-01,2024-12-31,False
7748,6440,Good,708,Low,<40K,Employed,2025-01-01,2099-12-31,True
7749,6441,Good,713,Medium,<40K,Student,2023-01-01,2099-12-31,True
7750,6442,Excellent,806,Medium,125K-200K,Employed,2023-01-01,2099-12-31,True
7751,6443,Good,671,Low,40K-60K,Employed,2023-01-01,2099-12-31,True
7752,6444,Good,716,Low,60K-90K,Employed,2023-01-01,2099-12-31,True
7753,6445,Fair,597,High,<40K,Newcomer/Temporary,2023-01-01,2099-12-31,True
7754,6446,Poor,,High,60K-90K,Retired,2023-01-01,2024-12-31,False
7755,6446,Poor,540,High,60K-90K,Retired,2025-01-01,2099-12-31,True
7756,6447,Good,698,Low,125K-200K,Self-employed,2023-01-01,2099-12-31,True
7757,6448,Fair,631,Medium,125K-200K,Newcomer/Temporary,2023-01-01,2099-12-31,True
7758,6449,Good,699,Low,40K-60K,Employed,2023-01-01,2099-12-31,True
7759,6450,Fair,588,High,<40K,Employed,2023-01-01,2099-12-31,True
7760,6451,Excellent,832,Low,125K-200K,Employed,2023-01-01,2099-12-31,True
7761,6452,Good,681,Medium,40K-60K,Employed,2023-01-01,2099-12-31,True
7762,6453,Good,692,New/Thin File,40K-60K,Employed,2023-01-01,2099-12-31,True
7763,6454,Very Good,751,Low,60K-90K,Unemployed,2023-01-01,2099-12-31,True
7764,6455,Poor,,Low,60K-90K,Employed,2023-01-01,2024-12-31,False
7765,6455,Good,669,Medium,60K-90K,Employed,2025-01-01,2099-12-31,True
7766,6456,Good,698,Medium,<40K,Student,2023-01-01,2099-12-31,True
7767,6457,Very Good,,High,<40K,Self-employed,2023-01-01,2024-12-31,False
7768,6457,Excellent,785,Medium,<40K,Self-employed,2025-01-01,2099-12-31,True
7769,6458,Good,664,Medium,60K-90K,Employed,2023-01-01,2099-12-31,True
7770,6459,Excellent,804,Medium,60K-90K,Employed,2023-01-01,2099-12-31,True
7771,6460,Very Good,725,Low,40K-60K,Self-employed,2023-01-01,2099-12-31,True
7772,6461,Good,,New/Thin File,40K-60K,Employed,2023-01-01,2024-12-31,False
7773,6461,Fair,658,High,40K-60K,Employed,2025-01-01,2099-12-31,True
7774,6462,No Score,,New/Thin File,90K-125K,Employed,2023-01-01,2099-12-31,True
7775,6463,Good,,Medium,60K-90K,Employed,2023-01-01,2024-12-31,False
7776,6463,Fair,644,High,60K-90K,Employed,2025-01-01,2099-12-31,True
7777,6464,Poor,,New/Thin File,60K-90K,Employed,2023-01-01,2024-12-31,False
7778,6464,Excellent,821,Low,60K-90K,Employed,2025-01-01,2099-12-31,True
7779,6465,Very Good,750,Low,<40K,Retired,2023-01-01,2099-12-31,True
7780,6466,Fair,580,High,90K-125K,Student,2023-01-01,2099-12-31,True
7781,6467,Good,720,Low,90K-125K,Self-employed,2023-01-01,2099-12-31,True
7782,6468,Excellent,815,New/Thin File,60K-90K,Employed,2023-01-01,2099-12-31,True
7783,6469,Very Good,769,High,40K-60K,Employed,2023-01-01,2099-12-31,True
7784,6470,Fair,633,High,<40K,Employed,2023-01-01,2099-12-31,True
7785,6471,Very Good,775,New/Thin File,90K-125K,Employed,2023-01-01,2099-12-31,True
7786,6472,No Score,,Medium,40K-60K,Employed,2023-01-01,2024-12-31,False
7787,6472,Very Good,778,Low,40K-60K,Employed,2025-01-01,2099-12-31,True
7788,6473,Very Good,764,Low,90K-125K,Newcomer/Temporary,2023-01-01,2099-12-31,True
7789,6474,Good,674,Low,40K-60K,Newcomer/Temporary,2023-01-01,2099-12-31,True
7790,6475,Very Good,759,Low,40K-60K,Employed,2023-01-01,2099-12-31,True
7791,6476,Good,673,Medium,60K-90K,Employed,2023-01-01,2099-12-31,True
7792,6477,Fair,,New/Thin File,60K-90K,Employed,2023-01-01,2024-12-31,False
7793,6477,No Score,,Low,60K-90K,Employed,2025-01-01,2099-12-31,True
7794,6478,Excellent,,High,90K-125K,Employed,2023-01-01,2024-12-31,False
7795,6478,Fair,616,High,90K-125K,Employed,2025-01-01,2099-12-31,True
7796,6479,Very Good,747,Medium,<40K,Employed,2023-01-01,2099-12-31,True
7797,6480,Good,,Low,90K-125K,Retired,2023-01-01,2024-12-31,False
7798,6480,Fair,588,Low,90K-125K,Retired,2025-01-01,2099-12-31,True
7799,6481,Very Good,736,Medium,60K-90K,Self-employed,2023-01-01,2099-12-31,True
7800,6482,No Score,,Low,90K-125K,Employed,2023-01-01,2099-12-31,True
7801,6483,Very Good,767,Low,<40K,Employed,2023-01-01,2099-12-31,True
7802,6484,Fair,626,High,40K-60K,Retired,2023-01-01,2099-12-31,True
7803,6485,Excellent,,New/Thin File,60K-90K,Employed,2023-01-01,2024-12-31,False
7804,6485,Fair,644,High,60K-90K,Employed,2025-01-01,2099-12-31,True
7805,6486,Very Good,727,Low,<40K,Employed,2023-01-01,2099-12-31,True
7806,6487,Fair,602,Medium,60K-90K,Employed,2023-01-01,2099-12-31,True
7807,6488,Fair,582,Medium,40K-60K,Self-employed,2023-01-01,2099-12-31,True
7808,6489,Very Good,731,Low,<40K,Employed,2023-01-01,2099-12-31,True
7809,6490,Fair,653,High,200K+,Employed,2023-01-01,2099-12-31,True
7810,6491,Good,678,Low,40K-60K,Employed,2023-01-01,2099-12-31,True
7811,6492,Poor,523,High,200K+,Retired,2023-01-01,2099-12-31,True
7812,6493,Good,,New/Thin File,40K-60K,Employed,2023-01-01,2024-12-31,False
7813,6493,Excellent,841,Low,40K-60K,Employed,2025-01-01,2099-12-31,True
7814,6494,Excellent,,Medium,125K-200K,Employed,2023-01-01,2024-12-31,False
7815,6494,Good,699,Medium,125K-200K,Employed,2025-01-01,2099-12-31,True
7816,6495,Very Good,773,Low,125K-200K,Employed,2023-01-01,2099-12-31,True
7817,6496,Very Good,727,Low,60K-90K,Employed,2023-01-01,2099-12-31,True
7818,6497,Excellent,839,Medium,60K-90K,Employed,2023-01-01,2099-12-31,True
7819,6498,Poor,558,High,125K-200K,Employed,2023-01-01,2099-12-31,True
7820,6499,Good,722,Medium,200K+,Self-employed,2023-01-01,2099-12-31,True
7821,6500,Good,719,Low,125K-200K,Self-employed,2023-01-01,2099-12-31,True
7822,6501,Fair,592,Medium,40K-60K,Employed,2023-01-01,2099-12-31,True
7823,6502,No Score,,Medium,<40K,Employed,2023-01-01,2024-12-31,False
7824,6502,Poor,533,High,<40K,Employed,2025-01-01,2099-12-31,True
7825,6503,Very Good,779,Low,200K+,Employed,2023-01-01,2099-12-31,True
7826,6504,Very Good,755,High,125K-200K,Employed,2023-01-01,2099-12-31,True
7827,6505,Fair,610,High,40K-60K,Employed,2023-01-01,2099-12-31,True
7828,6506,Good,,New/Thin File,40K-60K,Self-employed,2023-01-01,2024-12-31,False
7829,6506,Very Good,731,Low,40K-60K,Self-employed,2025-01-01,2099-12-31,True
7830,6507,Excellent,,High,125K-200K,Newcomer/Temporary,2023-01-01,2024-12-31,False
7831,6507,Fair,647,High,125K-200K,Newcomer/Temporary,2025-01-01,2099-12-31,True
7832,6508,Excellent,785,Medium,60K-90K,Employed,2023-01-01,2099-12-31,True
7833,6509,No Score,,High,<40K,Employed,2023-01-01,2099-12-31,True
7834,6510,Excellent,,New/Thin File,<40K,Unemployed,2023-01-01,2024-12-31,False
7835,6510,Excellent,799,New/Thin File,<40K,Unemployed,2025-01-01,2099-12-31,True
7836,6511,Very Good,759,Low,<40K,Employed,2023-01-01,2099-12-31,True
7837,6512,Excellent,,Low,40K-60K,Employed,2023-01-01,2024-12-31,False
7838,6512,Very Good,769,Low,40K-60K,Employed,2025-01-01,2099-12-31,True
7839,6513,Poor,550,High,40K-60K,Employed,2023-01-01,2099-12-31,True
7840,6514,Good,723,Medium,60K-90K,Employed,2023-01-01,2099-12-31,True
7841,6515,Poor,527,High,60K-90K,Employed,2023-01-01,2099-12-31,True
7842,6516,Very Good,733,Low,60K-90K,Employed,2023-01-01,2099-12-31,True
7843,6517,Very Good,743,Low,<40K,Employed,2023-01-01,2099-12-31,True
7844,6518,Good,687,Low,40K-60K,Employed,2023-01-01,2099-12-31,True
7845,6519,Good,671,Medium,90K-125K,Employed,2023-01-01,2099-12-31,True
7846,6520,Very Good,773,Medium,<40K,Employed,2023-01-01,2099-12-31,True
7847,6521,Very Good,743,Low,90K-125K,Employed,2023-01-01,2099-12-31,True
7848,6522,Good,676,Low,125K-200K,Employed,2023-01-01,2099-12-31,True
7849,6523,Good,708,Medium,<40K,Employed,2023-01-01,2099-12-31,True
7850,6524,Good,,High,40K-60K,Employed,2023-01-01,2024-12-31,False
7851,6524,Good,718,Medium,40K-60K,Employed,2025-01-01,2099-12-31,True
7852,6525,Good,712,Low,<40K,Self-employed,2023-01-01,2099-12-31,True
7853,6526,Fair,583,High,90K-125K,Employed,2023-01-01,2099-12-31,True
7854,6527,Excellent,791,Medium,40K-60K,Employed,2023-01-01,2099-12-31,True
7855,6528,Good,705,Medium,60K-90K,Employed,2023-01-01,2099-12-31,True
7856,6529,Very Good,749,New/Thin File,60K-90K,Retired,2023-01-01,2099-12-31,True
7857,6530,Good,684,Low,<40K,Student,2023-01-01,2099-12-31,True
7858,6531,Poor,571,New/Thin File,90K-125K,Newcomer/Temporary,2023-01-01,2099-12-31,True
7859,6532,Good,697,Medium,60K-90K,Student,2023-01-01,2099-12-31,True
7860,6533,Very Good,725,Medium,60K-90K,Employed,2023-01-01,2099-12-31,True
7861,6534,Very Good,778,High,125K-200K,Employed,2023-01-01,2099-12-31,True
7862,6535,Good,709,Medium,90K-125K,Employed,2023-01-01,2099-12-31,True
7863,6536,Fair,647,Medium,60K-90K,Student,2023-01-01,2099-12-31,True
7864,6537,No Score,,Low,90K-125K,Employed,2023-01-01,2099-12-31,True
7865,6538,Very Good,771,Medium,40K-60K,Retired,2023-01-01,2099-12-31,True
7866,6539,Good,664,Medium,90K-125K,Retired,2023-01-01,2099-12-31,True
7867,6540,Very Good,766,New/Thin File,60K-90K,Employed,2023-01-01,2099-12-31,True
7868,6541,Very Good,767,Low,40K-60K,Employed,2023-01-01,2099-12-31,True
7869,6542,Very Good,736,Medium,200K+,Employed,2023-01-01,2099-12-31,True
7870,6543,Good,,Medium,60K-90K,Unemployed,2023-01-01,2024-12-31,False
7871,6543,Good,688,Low,60K-90K,Unemployed,2025-01-01,2099-12-31,True
7872,6544,Good,692,Low,60K-90K,Self-employed,2023-01-01,2099-12-31,True
7873,6545,Excellent,833,Low,90K-125K,Employed,2023-01-01,2099-12-31,True
7874,6546,Excellent,801,Low,90K-125K,Employed,2023-01-01,2099-12-31,True
7875,6547,Fair,594,Low,40K-60K,Student,2023-01-01,2099-12-31,True
7876,6548,No Score,,New/Thin File,125K-200K,Employed,2023-01-01,2024-12-31,False
7877,6548,Fair,589,New/Thin File,125K-200K,Employed,2025-01-01,2099-12-31,True
7878,6549,Good,678,Low,90K-125K,Employed,2023-01-01,2099-12-31,True
7879,6550,Good,690,Low,125K-200K,Employed,2023-01-01,2099-12-31,True
7880,6551,Very Good,727,High,125K-200K,Newcomer/Temporary,2023-01-01,2099-12-31,True
7881,6552,Good,660,Low,60K-90K,Unemployed,2023-01-01,2099-12-31,True
7882,6553,Very Good,775,Medium,40K-60K,Employed,2023-01-01,2099-12-31,True
7883,6554,Very Good,746,Medium,125K-200K,Self-employed,2023-01-01,2099-12-31,True
7884,6555,Very Good,725,Medium,60K-90K,Retired,2023-01-01,2099-12-31,True
7885,6556,Good,669,Medium,60K-90K,Retired,2023-01-01,2099-12-31,True
7886,6557,Excellent,787,Medium,60K-90K,Employed,2023-01-01,2099-12-31,True
7887,6558,Good,683,Low,90K-125K,Unemployed,2023-01-01,2099-12-31,True
7888,6559,Good,665,Medium,90K-125K,Employed,2023-01-01,2099-12-31,True
7889,6560,Good,704,Medium,125K-200K,Retired,2023-01-01,2099-12-31,True
7890,6561,Very Good,727,High,90K-125K,Employed,2023-01-01,2099-12-31,True
7891,6562,Fair,614,High,90K-125K,Employed,2023-01-01,2099-12-31,True
7892,6563,Good,707,Medium,90K-125K,Unemployed,2023-01-01,2099-12-31,True
7893,6564,Excellent,,New/Thin File,40K-60K,Employed,2023-01-01,2024-12-31,False
7894,6564,Good,666,New/Thin File,40K-60K,Employed,2025-01-01,2099-12-31,True
7895,6565,Good,713,Medium,90K-125K,Employed,2023-01-01,2099-12-31,True
7896,6566,Excellent,,New/Thin File,<40K,Employed,2023-01-01,2024-12-31,False
7897,6566,Very Good,760,Low,<40K,Employed,2025-01-01,2099-12-31,True
7898,6567,Good,665,Medium,60K-90K,Employed,2023-01-01,2099-12-31,True
7899,6568,Excellent,796,Low,<40K,Employed,2023-01-01,2099-12-31,True
7900,6569,Excellent,788,High,125K-200K,Employed,2023-01-01,2099-12-31,True
7901,6570,Good,718,Low,60K-90K,Employed,2023-01-01,2099-12-31,True
7902,6571,Fair,624,High,<40K,Employed,2023-01-01,2099-12-31,True
7903,6572,Excellent,819,High,125K-200K,Student,2023-01-01,2099-12-31,True
7904,6573,Good,686,Medium,60K-90K,Retired,2023-01-01,2099-12-31,True
7905,6574,Very Good,732,Low,60K-90K,Employed,2023-01-01,2099-12-31,True
7906,6575,Fair,589,Low,90K-125K,Self-employed,2023-01-01,2099-12-31,True
7907,6576,Poor,,High,60K-90K,Employed,2023-01-01,2024-12-31,False
7908,6576,Very Good,761,Low,60K-90K,Employed,2025-01-01,2099-12-31,True
7909,6577,Fair,610,Low,60K-90K,Employed,2023-01-01,2099-12-31,True
7910,6578,Fair,647,Low,60K-90K,Employed,2023-01-01,2099-12-31,True
7911,6579,Very Good,776,High,90K-125K,Self-employed,2023-01-01,2099-12-31,True
7912,6580,Poor,559,High,60K-90K,Newcomer/Temporary,2023-01-01,2099-12-31,True
7913,6581,Very Good,752,Medium,200K+,Employed,2023-01-01,2099-12-31,True
7914,6582,Excellent,,High,90K-125K,Employed,2023-01-01,2024-12-31,False
7915,6582,Good,721,Low,90K-125K,Employed,2025-01-01,2099-12-31,True
7916,6583,Excellent,813,Medium,125K-200K,Self-employed,2023-01-01,2099-12-31,True
7917,6584,Very Good,754,Medium,125K-200K,Employed,2023-01-01,2099-12-31,True
7918,6585,Good,663,Low,125K-200K,Retired,2023-01-01,2099-12-31,True
7919,6586,Very Good,771,Low,60K-90K,Employed,2023-01-01,2099-12-31,True
7920,6587,Excellent,798,High,<40K,Employed,2023-01-01,2099-12-31,True
7921,6588,Good,,Low,90K-125K,Unemployed,2023-01-01,2024-12-31,False
7922,6588,Fair,626,High,90K-125K,Unemployed,2025-01-01,2099-12-31,True
7923,6589,Very Good,756,High,40K-60K,Employed,2023-01-01,2099-12-31,True
7924,6590,Very Good,758,Low,40K-60K,Employed,2023-01-01,2099-12-31,True
7925,6591,Good,670,New/Thin File,40K-60K,Retired,2023-01-01,2099-12-31,True
7926,6592,Very Good,,Low,40K-60K,Employed,2023-01-01,2024-12-31,False
7927,6592,Very Good,766,Low,40K-60K,Employed,2025-01-01,2099-12-31,True
7928,6593,Very Good,738,Low,90K-125K,Employed,2023-01-01,2099-12-31,True
7929,6594,No Score,,Low,125K-200K,Employed,2023-01-01,2024-12-31,False
7930,6594,Fair,623,High,125K-200K,Employed,2025-01-01,2099-12-31,True
7931,6595,Poor,,New/Thin File,90K-125K,Employed,2023-01-01,2024-12-31,False
7932,6595,Fair,623,Low,90K-125K,Employed,2025-01-01,2099-12-31,True
7933,6596,Good,718,Medium,90K-125K,Employed,2023-01-01,2099-12-31,True
7934,6597,No Score,,Low,60K-90K,Retired,2023-01-01,2099-12-31,True
7935,6598,Good,718,Low,40K-60K,Student,2023-01-01,2099-12-31,True
7936,6599,Very Good,759,High,40K-60K,Employed,2023-01-01,2099-12-31,True
7937,6600,Poor,521,Medium,40K-60K,Employed,2023-01-01,2099-12-31,True
7938,6601,Excellent,833,Low,60K-90K,Employed,2023-01-01,2099-12-31,True
7939,6602,Very Good,739,Medium,125K-200K,Employed,2023-01-01,2099-12-31,True
7940,6603,Good,696,New/Thin File,40K-60K,Employed,2023-01-01,2099-12-31,True
7941,6604,Very Good,770,Medium,200K+,Employed,2023-01-01,2099-12-31,True
7942,6605,Excellent,827,Low,<40K,Self-employed,2023-01-01,2099-12-31,True
7943,6606,Excellent,840,Low,60K-90K,Employed,2023-01-01,2099-12-31,True
7944,6607,Excellent,835,Low,125K-200K,Student,2023-01-01,2099-12-31,True
7945,6608,Good,708,Low,60K-90K,Employed,2023-01-01,2099-12-31,True
7946,6609,Fair,647,High,<40K,Student,2023-01-01,2099-12-31,True
7947,6610,Fair,644,High,<40K,Employed,2023-01-01,2099-12-31,True
7948,6611,No Score,,Medium,60K-90K,Retired,2023-01-01,2099-12-31,True
7949,6612,No Score,,New/Thin File,60K-90K,Student,2023-01-01,2024-12-31,False
7950,6612,Fair,639,Low,60K-90K,Student,2025-01-01,2099-12-31,True
7951,6613,Poor,,High,200K+,Employed,2023-01-01,2024-12-31,False
7952,6613,Very Good,750,Medium,200K+,Employed,2025-01-01,2099-12-31,True
7953,6614,Excellent,830,Low,40K-60K,Employed,2023-01-01,2099-12-31,True
7954,6615,No Score,,Low,125K-200K,Employed,2023-01-01,2024-12-31,False
7955,6615,Poor,564,Low,125K-200K,Employed,2025-01-01,2099-12-31,True
7956,6616,Good,693,Low,90K-125K,Student,2023-01-01,2099-12-31,True
