fraud_alert_id,transaction_id,account_id,customer_id,institution_id,branch_id,alert_date,alert_type,severity,confirmed_fraud_flag,estimated_loss_amount,resolution_status
867,22134,13238,6445,3,110,2025-11-04,Velocity Spike,Medium,False,0.0,Closed - False Positive
868,63967,11735,5726,1,1,2024-07-13,Velocity Spike,Low,False,0.0,Closed - False Positive
869,42501,3715,1816,4,154,2024-05-19,Geo Mismatch,High,False,0.0,Closed - False Positive
870,61596,13846,6746,2,54,2025-02-24,Unusual Amount,High,True,171.49,Closed - Confirmed Fraud
871,42822,10122,4934,6,219,2023-06-06,Velocity Spike,Medium,True,284.74,Closed - Confirmed Fraud
872,56920,13089,6372,4,162,2025-06-09,Geo Mismatch,Critical,False,0.0,Closed - False Positive
873,32215,962,467,2,73,2023-03-03,Card Not Present,Critical,False,0.0,Closed - False Positive
874,69285,6273,3070,4,146,2023-07-02,Known Compromise,Low,False,0.0,Closed - False Positive
875,39195,8215,4017,2,55,2024-12-28,High Risk Merchant,High,False,0.0,Closed - False Positive
876,32062,9580,4674,1,41,2025-08-26,Geo Mismatch,Medium,True,857.23,Customer Contacted
877,51171,7294,3576,1,38,2023-12-16,Unusual Amount,Medium,True,383.35,Account Frozen
878,19991,6731,3296,1,28,2023-04-01,Unusual Amount,Low,False,0.0,Closed - False Positive
879,49500,615,294,1,35,2025-10-27,Card Not Present,Critical,True,478.0,Account Frozen
880,38970,11704,5711,2,61,2025-01-19,Geo Mismatch,Low,False,0.0,Closed - False Positive
881,50127,2016,982,5,200,2025-08-16,Velocity Spike,Medium,False,0.0,Closed - False Positive
882,1905,5274,2591,3,104,2023-07-05,Velocity Spike,Low,False,0.0,Closed - False Positive
883,24172,6953,3406,5,199,2024-01-25,Velocity Spike,Medium,False,0.0,Under Review
884,50053,12891,6271,3,118,2025-08-23,Geo Mismatch,Low,False,0.0,Customer Contacted
885,10249,13180,6417,3,103,2024-05-12,Velocity Spike,Medium,False,0.0,Closed - False Positive
886,26233,11482,5600,5,200,2023-01-14,High Risk Merchant,Low,False,0.0,Closed - Confirmed Fraud
887,9653,3744,1828,5,171,2024-09-27,Unusual Amount,Low,False,0.0,Customer Contacted
888,65477,3656,1789,5,190,2025-11-02,Velocity Spike,High,False,0.0,Customer Contacted
889,49410,9704,4735,5,190,2024-01-27,Unusual Amount,High,False,0.0,Customer Contacted
890,35455,13188,6421,5,174,2025-06-06,Geo Mismatch,Low,False,0.0,Closed - False Positive
891,41247,8572,4187,2,47,2024-04-13,Card Not Present,Low,False,0.0,Account Frozen
892,9483,5762,2829,1,17,2024-02-18,Card Not Present,Low,False,0.0,Customer Contacted
893,16509,5806,2851,3,102,2025-03-13,Unusual Amount,Low,False,0.0,Closed - False Positive
894,21395,11888,5795,5,203,2025-03-01,High Risk Merchant,Medium,False,0.0,Under Review
895,4504,6326,3098,6,218,2024-12-04,High Risk Merchant,Low,False,0.0,Customer Contacted
896,50429,12502,6078,6,219,2025-10-01,Geo Mismatch,Critical,True,67.98,Closed - Confirmed Fraud
897,11063,13841,6744,5,187,2023-10-26,High Risk Merchant,High,False,0.0,Closed - False Positive
898,27323,11375,5543,3,91,2024-11-10,High Risk Merchant,Low,False,0.0,Closed - False Positive
899,45113,904,438,2,75,2023-04-03,Card Not Present,Low,False,0.0,Closed - Confirmed Fraud
900,60439,4859,2380,4,151,2025-01-06,Velocity Spike,Medium,True,135.01,Customer Contacted
901,65429,10728,5226,2,56,2025-06-11,Geo Mismatch,Low,False,0.0,Closed - Confirmed Fraud
902,53499,7781,3806,5,197,2023-04-17,Velocity Spike,Low,False,0.0,Closed - False Positive
903,452,5908,2900,5,192,2024-02-09,Velocity Spike,Medium,False,0.0,Closed - False Positive
904,16051,4033,1970,4,136,2025-06-07,Velocity Spike,Medium,False,0.0,Customer Contacted
905,41708,9003,4402,2,65,2025-11-18,Unusual Amount,Low,True,666.72,Account Frozen
906,9784,1944,947,3,126,2024-07-16,Unusual Amount,Low,False,0.0,Closed - False Positive
907,11417,5007,2455,1,19,2024-01-02,Velocity Spike,Medium,False,0.0,Customer Contacted
908,54409,8875,4342,4,159,2025-01-27,Geo Mismatch,Low,False,0.0,Closed - Confirmed Fraud
909,32669,788,377,2,61,2023-02-04,Velocity Spike,High,False,0.0,Closed - False Positive
910,20030,676,325,4,157,2024-01-20,Known Compromise,Critical,False,0.0,Closed - False Positive
911,907,1783,867,2,66,2024-09-29,Card Not Present,Medium,False,0.0,Closed - False Positive
912,53164,8452,4130,1,5,2025-01-12,High Risk Merchant,Low,False,0.0,Closed - False Positive
913,9390,2592,1259,4,155,2023-06-03,Card Not Present,Medium,False,0.0,Closed - False Positive
914,27253,13961,6803,6,212,2023-10-09,Known Compromise,Medium,False,0.0,Customer Contacted
915,27571,10759,5242,3,106,2025-12-28,High Risk Merchant,Low,False,0.0,Closed - False Positive
916,7679,1857,903,2,86,2023-09-01,Velocity Spike,Medium,False,0.0,Closed - False Positive
917,52979,4721,2314,6,217,2025-05-23,Geo Mismatch,Medium,False,0.0,Closed - False Positive
918,49479,7318,3589,6,214,2025-01-24,Geo Mismatch,Low,False,0.0,Closed - False Positive
919,7912,10174,4959,5,200,2024-10-03,Velocity Spike,Medium,True,47.98,Closed - Confirmed Fraud
920,7092,4926,2413,5,193,2024-09-29,Geo Mismatch,Critical,True,53.8,Closed - Confirmed Fraud
921,22415,4540,2222,5,175,2025-12-04,Velocity Spike,Low,False,0.0,Closed - False Positive
922,12134,4529,2216,1,23,2024-02-02,Card Not Present,Low,False,0.0,Closed - False Positive
923,10073,8966,4384,4,139,2023-06-01,Geo Mismatch,Low,False,0.0,Closed - False Positive
924,31522,579,275,4,161,2025-12-29,Velocity Spike,Medium,False,0.0,Customer Contacted
925,68981,4528,2216,2,72,2023-05-28,Card Not Present,Low,False,0.0,Closed - False Positive
926,11262,6807,3332,3,101,2023-03-29,Velocity Spike,Medium,False,0.0,Customer Contacted
927,24241,1629,791,1,33,2023-05-02,Card Not Present,Medium,False,0.0,Customer Contacted
928,11757,5501,2700,3,99,2025-09-28,Unusual Amount,Medium,False,0.0,Closed - Confirmed Fraud
929,23030,7277,3566,2,85,2024-04-11,Geo Mismatch,Low,False,0.0,Closed - Confirmed Fraud
930,30827,1207,585,5,180,2023-03-12,Geo Mismatch,Low,False,0.0,Closed - False Positive
931,59782,6597,3222,6,225,2023-09-07,Card Not Present,Low,False,0.0,Closed - False Positive
932,67630,1858,903,5,205,2024-04-20,Known Compromise,Low,False,0.0,Customer Contacted
933,54205,1733,841,5,194,2023-05-27,Velocity Spike,High,True,89.16,Account Frozen
934,10343,8238,4027,4,165,2024-08-15,Geo Mismatch,Low,False,0.0,Closed - False Positive
935,49493,1606,778,5,188,2023-12-31,Geo Mismatch,Medium,False,0.0,Closed - False Positive
936,10511,71,32,4,164,2024-02-11,Card Not Present,High,False,0.0,Closed - False Positive
937,48355,13432,6537,1,3,2024-02-28,Geo Mismatch,Low,True,116.14,Account Frozen
938,53059,1862,905,2,46,2025-01-24,High Risk Merchant,Medium,False,0.0,Closed - Confirmed Fraud
939,24386,10869,5294,3,114,2024-04-21,Unusual Amount,High,False,0.0,Closed - False Positive
940,7292,743,353,2,53,2024-10-12,Card Not Present,Medium,False,0.0,Closed - Confirmed Fraud
941,42463,8006,3914,2,76,2025-03-02,Geo Mismatch,Medium,False,0.0,Closed - Confirmed Fraud
942,26053,12442,6050,5,172,2025-07-03,Geo Mismatch,Low,False,0.0,Closed - False Positive
943,24950,10380,5061,6,217,2024-06-03,Geo Mismatch,High,False,0.0,Closed - False Positive
944,63880,8503,4156,1,37,2025-10-18,Velocity Spike,Low,False,0.0,Closed - Confirmed Fraud
945,41172,4713,2311,2,83,2024-11-18,Geo Mismatch,Critical,True,132.84,Closed - Confirmed Fraud
946,38108,4282,2095,4,138,2024-06-16,Known Compromise,Low,False,0.0,Closed - False Positive
947,68019,6446,3156,5,207,2023-02-06,Velocity Spike,Medium,True,2068.91,Customer Contacted
948,69840,4452,2178,3,120,2024-11-07,Card Not Present,Medium,False,0.0,Closed - False Positive
949,8758,2170,1056,5,194,2025-12-18,Geo Mismatch,Medium,True,328.37,Closed - Confirmed Fraud
950,11373,219,108,2,51,2025-07-27,Velocity Spike,Medium,False,0.0,Closed - False Positive
951,34779,158,74,2,70,2025-11-25,Card Not Present,Low,False,0.0,Closed - False Positive
952,53083,9677,4725,2,80,2024-05-05,Unusual Amount,Medium,False,0.0,Account Frozen
953,57323,146,67,3,122,2024-02-18,Velocity Spike,Medium,False,0.0,Closed - False Positive
954,64565,5493,2695,5,188,2024-12-03,Card Not Present,Medium,True,19.71,Customer Contacted
955,60847,1775,864,6,213,2025-06-06,Unusual Amount,High,False,0.0,Closed - False Positive
956,20379,12120,5899,5,194,2025-04-19,Geo Mismatch,Low,False,0.0,Closed - False Positive
957,487,10798,5261,1,16,2025-02-17,High Risk Merchant,High,False,0.0,Closed - False Positive
958,48702,7013,3434,3,95,2024-11-09,Geo Mismatch,Low,False,0.0,Account Frozen
959,13345,8188,4004,3,117,2023-11-06,Unusual Amount,High,False,0.0,Customer Contacted
960,66891,5343,2623,3,124,2023-08-14,Velocity Spike,Critical,True,236.4,Closed - Confirmed Fraud
961,26615,12589,6122,5,186,2025-03-07,High Risk Merchant,Low,False,0.0,Closed - False Positive
962,52457,8452,4130,1,5,2023-09-08,Unusual Amount,Medium,True,126.05,Closed - Confirmed Fraud
963,4241,2236,1089,5,199,2023-10-06,Velocity Spike,Low,False,0.0,Closed - Confirmed Fraud
964,40553,12824,6234,3,120,2025-04-07,Velocity Spike,Medium,False,0.0,Closed - False Positive
965,52084,3111,1525,5,175,2025-09-26,Velocity Spike,Medium,False,0.0,Closed - False Positive
966,58386,8541,4172,4,138,2023-06-16,Card Not Present,Low,True,27.25,Closed - Confirmed Fraud
967,48761,10262,5004,3,107,2023-06-15,High Risk Merchant,Low,False,0.0,Closed - False Positive
968,67224,2131,1040,3,101,2025-09-16,Card Not Present,Low,False,0.0,Closed - False Positive
969,62812,14300,6972,3,123,2024-02-16,Known Compromise,Low,False,0.0,Under Review
970,16879,9633,4703,6,216,2025-09-26,Velocity Spike,Low,False,0.0,Closed - False Positive
971,31017,4840,2374,4,156,2023-07-27,High Risk Merchant,Low,False,0.0,Customer Contacted
972,1608,11230,5470,1,3,2023-05-14,Geo Mismatch,High,True,362.01,Closed - Confirmed Fraud
973,64624,6888,3377,5,189,2025-02-21,Geo Mismatch,Low,False,0.0,Customer Contacted
974,41959,13301,6476,5,202,2024-11-22,Card Not Present,High,True,142.66,Closed - Confirmed Fraud
975,52450,12605,6128,3,126,2023-01-15,Geo Mismatch,Low,False,0.0,Closed - False Positive
976,12335,5944,2916,2,76,2023-12-17,Card Not Present,Low,False,0.0,Account Frozen
977,62172,6450,3157,2,74,2023-11-24,Geo Mismatch,Low,False,0.0,Closed - False Positive
978,60462,8921,4363,5,172,2025-05-01,Unusual Amount,Low,True,278.87,Customer Contacted
979,63437,9425,4600,5,199,2023-06-19,Card Not Present,Low,False,0.0,Closed - False Positive
980,37674,2001,972,3,93,2023-04-25,Card Not Present,Critical,True,384.76,Closed - Confirmed Fraud
981,30962,10148,4947,4,149,2023-09-23,High Risk Merchant,Medium,False,0.0,Closed - False Positive
982,13679,224,110,1,35,2025-03-08,Velocity Spike,Low,False,0.0,Customer Contacted
983,602,1418,690,2,59,2024-08-30,Unusual Amount,Low,False,0.0,Closed - False Positive
984,16558,7534,3690,4,147,2025-08-21,Card Not Present,Low,False,0.0,Customer Contacted
985,10214,10765,5244,1,14,2025-07-28,Unusual Amount,High,True,169.51,Customer Contacted
986,40386,8202,4011,4,146,2023-10-01,Card Not Present,Low,False,0.0,Under Review
987,17911,3870,1887,2,90,2024-09-29,Unusual Amount,Critical,True,230.24,Account Frozen
988,13497,11821,5761,1,44,2023-01-23,Card Not Present,High,False,0.0,Closed - Confirmed Fraud
989,28006,2644,1282,4,150,2024-08-29,Geo Mismatch,Low,False,0.0,Closed - Confirmed Fraud
990,66027,542,257,2,88,2024-09-15,Velocity Spike,Low,False,0.0,Closed - False Positive
991,45069,6936,3399,2,66,2024-09-28,High Risk Merchant,Medium,True,458.26,Closed - Confirmed Fraud
992,42642,3476,1702,4,163,2025-01-12,Geo Mismatch,Low,False,0.0,Under Review
993,40800,2797,1353,4,162,2023-10-26,Geo Mismatch,Critical,True,22.5,Account Frozen
994,34957,13833,6740,2,76,2025-12-17,Velocity Spike,Low,False,0.0,Customer Contacted
995,24453,3790,1851,4,170,2023-01-06,Velocity Spike,High,False,0.0,Closed - False Positive
996,29150,12952,6304,1,30,2025-09-10,Geo Mismatch,High,True,254.18,Closed - Confirmed Fraud
997,48914,12923,6289,5,186,2024-08-05,Velocity Spike,Low,False,0.0,Customer Contacted
998,38557,8187,4003,2,83,2023-05-08,Velocity Spike,High,False,0.0,Under Review
999,35568,6847,3353,5,184,2025-02-13,Unusual Amount,High,False,0.0,Closed - False Positive
1000,58524,3054,1492,5,175,2023-10-01,Geo Mismatch,Medium,False,0.0,Under Review
1001,53976,13360,6505,6,226,2024-01-05,Unusual Amount,Critical,True,243.07,Closed - Confirmed Fraud
1002,59896,1347,655,6,211,2025-04-10,High Risk Merchant,Medium,False,0.0,Closed - False Positive
1003,36348,10121,4934,6,216,2024-04-14,Geo Mismatch,High,False,0.0,Account Frozen
1004,63644,3425,1678,4,164,2023-12-23,Velocity Spike,Critical,False,0.0,Closed - False Positive
1005,30385,11593,5657,5,192,2025-08-16,Velocity Spike,High,True,94.79,Customer Contacted
1006,4304,10773,5248,1,22,2025-02-22,Velocity Spike,Low,False,0.0,Under Review
1007,45042,5320,2613,2,79,2023-04-15,Velocity Spike,Low,False,0.0,Closed - False Positive
1008,43714,4936,2420,3,97,2025-06-16,Card Not Present,Medium,True,227.16,Closed - Confirmed Fraud
1009,26373,8269,4044,3,91,2024-04-04,Velocity Spike,Medium,False,0.0,Customer Contacted
1010,20432,3513,1719,2,75,2023-01-30,Unusual Amount,Medium,True,19.22,Account Frozen
1011,17536,12436,6049,6,215,2024-11-13,Card Not Present,Medium,False,0.0,Customer Contacted
1012,19908,10089,4920,3,107,2023-12-03,Velocity Spike,Medium,False,0.0,Closed - False Positive
1013,7671,1702,828,6,221,2023-06-08,Geo Mismatch,Medium,False,0.0,Customer Contacted
1014,36787,12828,6235,5,185,2023-02-22,High Risk Merchant,High,False,0.0,Closed - False Positive
1015,17567,11047,5380,1,33,2025-03-08,Unusual Amount,Low,False,0.0,Under Review
1016,30192,7029,3441,4,141,2024-03-03,Unusual Amount,Medium,False,0.0,Closed - False Positive
1017,69236,10516,5122,4,166,2025-10-27,High Risk Merchant,Medium,False,0.0,Customer Contacted
1018,4826,3167,1547,5,176,2023-08-12,Geo Mismatch,High,False,0.0,Customer Contacted
1019,4440,9889,4819,3,119,2024-03-20,High Risk Merchant,Critical,True,75.19,Customer Contacted
1020,66450,2375,1156,6,223,2024-01-15,Velocity Spike,Medium,False,0.0,Closed - False Positive
1021,53551,13756,6696,1,6,2024-04-04,Geo Mismatch,High,False,0.0,Closed - Confirmed Fraud
1022,38116,6073,2976,3,128,2023-07-29,Geo Mismatch,Low,False,0.0,Account Frozen
1023,22994,7864,3844,2,89,2023-12-14,Unusual Amount,Low,False,0.0,Closed - Confirmed Fraud
1024,108,4697,2301,4,150,2023-11-01,High Risk Merchant,High,False,0.0,Closed - False Positive
1025,6727,12079,5880,3,104,2025-09-06,Known Compromise,Critical,True,221.53,Customer Contacted
1026,24068,7242,3547,3,97,2025-07-12,Card Not Present,Medium,False,0.0,Account Frozen
1027,14529,12296,5978,1,26,2025-09-15,Card Not Present,Low,False,0.0,Account Frozen
1028,24979,5233,2568,3,129,2023-11-19,Unusual Amount,Medium,False,0.0,Closed - False Positive
1029,24428,10383,5063,5,182,2023-06-06,Card Not Present,Low,False,0.0,Closed - False Positive
1030,35406,8295,4056,4,135,2024-06-07,Geo Mismatch,Low,False,0.0,Closed - False Positive
1031,16688,1813,880,2,71,2024-06-06,High Risk Merchant,Medium,False,0.0,Under Review
1032,49321,3947,1926,4,150,2023-02-19,Geo Mismatch,Medium,False,0.0,Closed - False Positive
1033,68331,6626,3240,5,191,2023-05-25,Card Not Present,Low,False,0.0,Closed - False Positive
1034,21710,4983,2443,6,213,2025-11-21,High Risk Merchant,Low,False,0.0,Closed - False Positive
1035,12968,6671,3266,1,1,2024-06-24,Velocity Spike,Low,False,0.0,Closed - False Positive
1036,26405,1109,544,3,92,2025-12-01,Velocity Spike,Medium,False,0.0,Account Frozen
1037,60741,4026,1967,2,61,2023-09-18,Velocity Spike,High,False,0.0,Closed - Confirmed Fraud
1038,48651,9235,4511,3,111,2023-12-25,Card Not Present,Low,False,0.0,Closed - False Positive
1039,5723,11936,5817,5,188,2025-04-21,Velocity Spike,Low,False,0.0,Closed - False Positive
1040,32529,12577,6117,3,106,2023-11-28,Geo Mismatch,Low,False,0.0,Closed - False Positive
1041,65791,3855,1882,5,192,2024-04-27,Geo Mismatch,Low,False,0.0,Account Frozen
1042,11375,11784,5745,1,14,2025-06-28,Card Not Present,High,False,0.0,Closed - False Positive
1043,32219,721,343,1,32,2024-03-14,Card Not Present,High,True,42.7,Customer Contacted
1044,9325,2919,1419,3,96,2024-01-16,Velocity Spike,Medium,False,0.0,Customer Contacted
1045,20250,9011,4407,2,86,2024-12-25,Geo Mismatch,High,False,0.0,Closed - False Positive
1046,19408,119,55,1,7,2023-08-23,Known Compromise,Medium,False,0.0,Under Review
1047,48708,6429,3148,1,21,2023-05-21,Card Not Present,Low,True,529.31,Customer Contacted
1048,13491,9795,4776,1,17,2025-04-03,Geo Mismatch,High,False,0.0,Closed - False Positive
1049,4480,10234,4991,6,222,2024-05-09,High Risk Merchant,Low,False,0.0,Closed - False Positive
1050,28232,3123,1529,4,144,2024-08-07,Geo Mismatch,High,False,0.0,Customer Contacted
1051,59055,8337,4076,4,133,2024-09-23,Card Not Present,Low,False,0.0,Closed - False Positive
1052,44893,2477,1207,1,28,2024-04-17,High Risk Merchant,Medium,False,0.0,Closed - False Positive
1053,53856,5053,2477,1,15,2023-12-23,Velocity Spike,Low,False,0.0,Closed - False Positive
1054,25258,10683,5204,5,191,2024-04-08,Card Not Present,Medium,False,0.0,Customer Contacted
1055,66820,5660,2775,4,148,2024-08-16,Known Compromise,Low,False,0.0,Closed - False Positive
1056,56311,7868,3846,2,79,2024-02-22,Velocity Spike,Low,False,0.0,Closed - False Positive
1057,16366,746,354,5,180,2024-12-31,Velocity Spike,Medium,False,0.0,Closed - False Positive
1058,31389,3827,1868,4,150,2023-12-22,Velocity Spike,Medium,True,183.52,Closed - Confirmed Fraud
1059,63419,2758,1336,5,180,2025-11-12,Known Compromise,Critical,True,18.14,Account Frozen
1060,12677,10569,5147,1,41,2023-01-02,Card Not Present,Low,False,0.0,Closed - False Positive
1061,64275,2773,1343,1,20,2024-12-31,Geo Mismatch,Medium,False,0.0,Closed - Confirmed Fraud
1062,12142,4211,2058,1,31,2023-03-23,Unusual Amount,Low,False,0.0,Customer Contacted
1063,32257,8806,4306,3,91,2023-05-01,Card Not Present,Medium,False,0.0,Customer Contacted
1064,17290,7940,3883,4,153,2023-01-27,Velocity Spike,Medium,False,0.0,Under Review
1065,63582,10695,5210,2,89,2024-12-09,Card Not Present,Low,False,0.0,Customer Contacted
1066,38790,12856,6252,4,146,2024-05-20,Geo Mismatch,Low,False,0.0,Closed - False Positive
1067,51377,11124,5415,3,105,2024-05-25,Unusual Amount,High,False,0.0,Customer Contacted
1068,66798,5046,2474,2,53,2025-01-25,High Risk Merchant,High,False,0.0,Closed - False Positive
1069,5370,7331,3595,2,77,2024-01-17,Geo Mismatch,High,True,658.05,Account Frozen
1070,36623,13888,6769,4,164,2024-08-02,High Risk Merchant,High,False,0.0,Closed - False Positive
1071,12302,5764,2830,1,3,2024-02-13,High Risk Merchant,Medium,False,0.0,Closed - False Positive
1072,23594,11391,5553,4,134,2025-06-17,Card Not Present,Low,False,0.0,Closed - False Positive
1073,42938,12994,6325,6,213,2024-12-05,Card Not Present,High,False,0.0,Closed - False Positive
1074,52004,3254,1590,1,3,2023-04-30,Card Not Present,Medium,False,0.0,Closed - False Positive
1075,29616,246,121,4,164,2024-04-03,Geo Mismatch,Medium,False,0.0,Account Frozen
1076,45098,1340,650,1,35,2024-02-10,Unusual Amount,Medium,False,0.0,Closed - False Positive
1077,65929,5664,2776,1,34,2023-03-01,Velocity Spike,Medium,True,149.35,Account Frozen
1078,36447,4832,2370,6,218,2025-12-03,Velocity Spike,Medium,False,0.0,Closed - False Positive
1079,59420,3140,1537,1,39,2025-06-30,Velocity Spike,Medium,False,0.0,Customer Contacted
1080,23356,10483,5107,1,11,2025-07-20,Velocity Spike,Low,False,0.0,Closed - False Positive
1081,23246,958,464,2,84,2025-07-07,High Risk Merchant,Medium,False,0.0,Closed - False Positive
1082,62264,13665,6649,3,105,2025-09-13,High Risk Merchant,Medium,False,0.0,Closed - Confirmed Fraud
1083,28255,1207,585,5,180,2025-09-04,High Risk Merchant,Critical,True,99.07,Closed - Confirmed Fraud
1084,5513,7866,3845,6,213,2024-12-11,High Risk Merchant,Medium,False,0.0,Closed - False Positive
1085,29097,13208,6432,3,115,2024-08-18,Velocity Spike,Medium,False,0.0,Closed - False Positive
1086,34192,10557,5143,4,147,2025-03-12,Card Not Present,Medium,True,117.44,Closed - Confirmed Fraud
1087,52160,93,40,5,182,2023-10-26,Velocity Spike,Low,False,0.0,Closed - False Positive
1088,58426,8249,4033,4,135,2023-04-17,Velocity Spike,Medium,False,0.0,Under Review
1089,8891,2830,1371,1,7,2023-02-07,Card Not Present,Medium,False,0.0,Closed - False Positive
1090,4349,2707,1306,3,122,2025-09-28,Velocity Spike,High,False,0.0,Closed - False Positive
1091,53607,6245,3056,3,93,2024-08-21,Card Not Present,High,False,0.0,Closed - False Positive
1092,42993,12447,6052,6,218,2023-05-05,Card Not Present,Low,False,0.0,Closed - Confirmed Fraud
1093,42141,6952,3405,1,35,2025-10-15,Velocity Spike,Low,False,0.0,Closed - Confirmed Fraud
1094,4421,8506,4157,1,22,2024-11-11,Geo Mismatch,Low,False,0.0,Under Review
1095,13850,1828,888,6,210,2024-10-03,Card Not Present,Critical,True,88.63,Closed - Confirmed Fraud
1096,22,5276,2593,4,132,2023-01-28,Geo Mismatch,High,True,128.56,Closed - Confirmed Fraud
1097,34608,5157,2532,3,99,2025-03-07,Geo Mismatch,Low,False,0.0,Closed - False Positive
1098,60505,13053,6353,4,136,2025-02-01,Unusual Amount,Medium,False,0.0,Closed - False Positive
1099,10561,2254,1095,2,74,2024-12-16,High Risk Merchant,Low,False,0.0,Closed - False Positive
1100,25115,5735,2811,1,2,2024-05-14,Velocity Spike,Critical,True,74.95,Closed - Confirmed Fraud
1101,3423,5134,2518,5,190,2024-03-21,Card Not Present,Medium,False,0.0,Under Review
1102,14034,7547,3696,3,128,2023-03-26,Velocity Spike,Medium,False,0.0,Closed - False Positive
1103,56726,11541,5630,1,21,2023-06-17,Geo Mismatch,Low,False,0.0,Closed - False Positive
1104,48188,1701,827,1,34,2023-02-06,High Risk Merchant,High,False,0.0,Closed - False Positive
1105,68768,6875,3370,1,15,2023-09-23,Card Not Present,Critical,True,127.82,Account Frozen
1106,44070,3811,1860,5,183,2023-03-18,Known Compromise,Medium,False,0.0,Closed - False Positive
1107,205,5628,2761,4,167,2024-08-29,Geo Mismatch,Medium,False,0.0,Closed - False Positive
1108,17586,771,367,4,138,2025-09-24,High Risk Merchant,Low,False,0.0,Closed - False Positive
1109,47424,1060,518,3,129,2023-10-02,Card Not Present,High,False,0.0,Customer Contacted
1110,8315,2259,1099,3,121,2024-08-30,Card Not Present,Low,False,0.0,Customer Contacted
1111,52535,13696,6667,2,71,2024-02-18,Known Compromise,Low,False,0.0,Under Review
1112,44225,10906,5313,4,137,2024-01-14,Velocity Spike,Low,False,0.0,Customer Contacted
1113,33458,6773,3316,5,175,2024-03-27,Velocity Spike,High,False,0.0,Closed - False Positive
1114,67116,9147,4466,1,37,2024-04-21,Card Not Present,Low,False,0.0,Closed - False Positive
1115,51748,8973,4387,1,15,2023-08-24,Geo Mismatch,Low,False,0.0,Closed - False Positive
1116,57590,8219,4018,3,124,2025-08-19,Unusual Amount,Medium,False,0.0,Closed - Confirmed Fraud
1117,170,547,260,2,47,2025-07-07,Geo Mismatch,Low,False,0.0,Closed - False Positive
1118,67915,685,330,4,159,2023-09-09,Card Not Present,Low,False,0.0,Account Frozen
1119,37069,14015,6831,1,36,2024-01-28,High Risk Merchant,Low,False,0.0,Account Frozen
1120,34224,13041,6347,1,5,2024-05-15,High Risk Merchant,High,False,0.0,Closed - False Positive
1121,34002,13750,6694,4,164,2023-11-23,Card Not Present,Medium,False,0.0,Customer Contacted
1122,13413,6455,3159,1,8,2025-01-21,Card Not Present,Medium,True,57.47,Account Frozen
1123,57502,3302,1614,6,224,2024-09-03,Velocity Spike,Low,False,0.0,Closed - False Positive
1124,43106,2560,1243,6,223,2025-03-18,Velocity Spike,High,True,1395.54,Account Frozen
1125,12123,9378,4576,4,161,2023-02-11,Velocity Spike,Medium,False,0.0,Closed - Confirmed Fraud
1126,22193,2148,1046,3,130,2023-12-22,Geo Mismatch,Low,False,0.0,Closed - False Positive
1127,60004,4168,2037,2,68,2023-10-01,Card Not Present,High,False,0.0,Account Frozen
1128,16199,2303,1121,1,32,2025-08-24,Card Not Present,Medium,False,0.0,Closed - False Positive
1129,64815,7090,3471,5,203,2025-02-11,Card Not Present,Low,False,0.0,Closed - False Positive
1130,20327,5023,2463,1,16,2023-08-19,Geo Mismatch,High,True,232.23,Account Frozen
1131,30605,11593,5657,5,192,2024-04-13,Card Not Present,High,False,0.0,Closed - False Positive
1132,4536,5772,2833,5,183,2024-06-21,Geo Mismatch,Medium,True,3884.81,Closed - Confirmed Fraud
1133,23138,9757,4759,4,167,2024-03-09,Unusual Amount,Low,False,0.0,Account Frozen
1134,64911,1041,508,4,166,2025-08-20,Unusual Amount,Medium,False,0.0,Closed - False Positive
1135,21734,4547,2226,3,124,2024-08-19,High Risk Merchant,Medium,False,0.0,Under Review
1136,67670,4269,2090,4,136,2023-02-05,High Risk Merchant,Medium,False,0.0,Closed - False Positive
1137,28919,11826,5765,1,18,2025-04-21,Geo Mismatch,Medium,True,377.31,Closed - Confirmed Fraud
1138,47576,14047,6849,5,203,2024-04-13,High Risk Merchant,Low,False,0.0,Closed - False Positive
1139,20598,7522,3685,4,170,2024-05-02,High Risk Merchant,Low,False,0.0,Under Review
1140,59316,6035,2958,3,127,2023-10-19,Unusual Amount,Critical,False,0.0,Customer Contacted
1141,2034,885,429,2,66,2023-06-12,Velocity Spike,Low,False,0.0,Closed - False Positive
1142,22732,107,49,4,144,2023-06-17,Unusual Amount,Medium,False,0.0,Closed - False Positive
1143,31023,5678,2784,5,192,2023-10-30,Unusual Amount,Medium,False,0.0,Closed - False Positive
1144,54023,2837,1374,1,42,2025-05-11,Velocity Spike,Low,False,0.0,Closed - False Positive
1145,25999,7906,3867,2,59,2023-05-21,High Risk Merchant,Low,False,0.0,Closed - False Positive
1146,66038,5266,2587,2,52,2025-07-13,Unusual Amount,Medium,True,297.29,Account Frozen
1147,9486,6207,3040,5,171,2024-03-19,Card Not Present,Medium,False,0.0,Closed - False Positive
1148,22810,854,412,3,127,2025-06-15,High Risk Merchant,Low,False,0.0,Closed - False Positive
1149,40368,8138,3977,5,196,2023-04-20,High Risk Merchant,High,True,722.46,Customer Contacted
1150,63082,1389,674,1,33,2023-03-10,Card Not Present,High,True,159.43,Closed - Confirmed Fraud
1151,2247,11914,5804,5,198,2025-09-16,Card Not Present,Medium,False,0.0,Closed - False Positive
