service_request_id,service_request_number,customer_id,account_id,institution_id,branch_id,created_date,request_type,priority,sla_target_hours,resolution_hours,sla_breached_flag,request_status,request_channel
6029,SR-00006029,2536,5165,2,75,2024-10-07,Digital Banking Support,Medium,48,50.7,True,Closed Without Resolution,Branch
6030,SR-00006030,1729,3529,4,132,2025-01-12,Account Maintenance,Low,72,44.1,False,Escalated,Mobile App
6031,SR-00006031,2141,4376,6,216,2023-10-08,Card Replacement,Medium,48,37.4,False,Resolved,Phone
6032,SR-00006032,4820,9891,5,203,2024-10-09,Complaint,Medium,48,45.3,False,Resolved,Online Banking
6033,SR-00006033,6820,13992,6,223,2025-02-02,Digital Banking Support,Medium,48,35.6,False,Resolved,Online Banking
6034,SR-00006034,5622,11521,6,215,2023-10-09,Card Replacement,Low,72,62.8,False,Resolved,Mobile App
6035,SR-00006035,2109,4314,2,56,2025-12-07,Complaint,Low,72,55.1,False,Closed Without Resolution,Email
6036,SR-00006036,5539,11366,5,206,2024-06-02,Investment Inquiry,Medium,48,50.7,True,Resolved,Phone
6037,SR-00006037,3722,7599,3,108,2023-08-31,Investment Inquiry,Medium,48,25.4,False,Resolved,Mobile App
6038,SR-00006038,3340,6821,2,76,2025-02-17,Fraud Support,Medium,48,42.4,False,Resolved,Phone
6039,SR-00006039,3213,6574,5,185,2025-12-31,Digital Banking Support,Medium,48,19.2,False,Resolved,Online Banking
6040,SR-00006040,2401,4898,2,74,2025-04-11,Investment Inquiry,Medium,48,41.2,False,Resolved,Phone
6041,SR-00006041,5297,10876,1,18,2023-02-17,Account Maintenance,Low,72,52.3,False,Resolved,Phone
6042,SR-00006042,1769,3615,4,146,2023-12-02,Digital Banking Support,High,24,35.1,True,Resolved,Branch
6043,SR-00006043,3902,7985,5,208,2025-02-24,Card Replacement,Medium,48,36.2,False,Closed Without Resolution,Online Banking
6044,SR-00006044,4792,9833,4,139,2025-09-09,Card Replacement,Medium,48,47.3,False,Resolved,Mobile App
6045,SR-00006045,4063,8312,3,107,2024-04-17,Investment Inquiry,High,24,19.0,False,Resolved,Online Banking
6046,SR-00006046,765,1581,4,136,2023-11-01,Card Replacement,Low,72,34.5,False,Open,Online Banking
6047,SR-00006047,5279,10839,5,203,2024-08-02,Fraud Support,Low,72,8.9,False,Escalated,Email
6048,SR-00006048,1839,3768,4,155,2024-03-13,Complaint,Low,72,26.2,False,Resolved,Online Banking
6049,SR-00006049,312,646,4,150,2023-02-22,Fraud Support,Medium,48,5.4,False,Open,Mobile App
6050,SR-00006050,1885,3867,2,78,2025-08-18,Digital Banking Support,Low,72,148.2,True,Resolved,Branch
6051,SR-00006051,1558,3193,5,177,2024-06-05,Fraud Support,Low,72,47.4,False,Resolved,Mobile App
6052,SR-00006052,3810,7792,5,191,2023-07-03,Complaint,Low,72,21.4,False,Resolved,Phone
6053,SR-00006053,3014,6153,3,93,2025-03-23,Dispute,Low,72,41.4,False,Resolved,Online Banking
6054,SR-00006054,546,1113,3,103,2024-12-05,Dispute,Medium,48,43.5,False,Resolved,Phone
6055,SR-00006055,1537,3141,6,226,2023-02-10,Account Maintenance,Medium,48,79.1,True,Resolved,Online Banking
6056,SR-00006056,1624,3323,5,179,2023-10-21,Fraud Support,Low,72,48.7,False,Resolved,Email
6057,SR-00006057,1462,2992,5,192,2025-11-21,Digital Banking Support,Medium,48,68.5,True,Resolved,Branch
6058,SR-00006058,693,1426,1,18,2025-02-20,Account Maintenance,Low,72,84.3,True,Resolved,Phone
6059,SR-00006059,5863,12045,5,171,2025-06-18,Dispute,High,24,24.8,True,Escalated,Phone
6060,SR-00006060,6440,13225,1,22,2024-04-27,Digital Banking Support,Medium,48,66.0,True,Resolved,Mobile App
6061,SR-00006061,5151,10576,4,163,2023-01-24,Investment Inquiry,Medium,48,32.8,False,Resolved,Phone
6062,SR-00006062,6109,12565,1,37,2024-12-04,Complaint,Low,72,43.8,False,Resolved,Phone
6063,SR-00006063,1806,3696,2,67,2023-06-24,Digital Banking Support,Medium,48,21.8,False,Resolved,Mobile App
6064,SR-00006064,5819,11941,1,41,2024-04-29,Card Replacement,Low,72,85.0,True,Escalated,Email
6065,SR-00006065,1895,3885,6,211,2023-07-14,Digital Banking Support,Medium,48,40.9,False,Resolved,Branch
6066,SR-00006066,205,426,1,5,2024-12-23,Mortgage Inquiry,Medium,48,55.4,True,Open,Branch
6067,SR-00006067,5504,11299,2,78,2023-08-23,Complaint,High,24,19.3,False,Closed Without Resolution,Mobile App
6068,SR-00006068,6208,12771,5,175,2024-07-11,Account Maintenance,High,24,15.9,False,Resolved,Mobile App
6069,SR-00006069,4307,8808,2,51,2023-04-06,Fraud Support,Low,72,136.9,True,Escalated,Email
6070,SR-00006070,5132,10535,2,57,2025-06-03,Account Maintenance,Medium,48,98.8,True,Resolved,Mobile App
6071,SR-00006071,4768,9779,3,96,2023-01-01,Dispute,Medium,48,58.5,True,Resolved,Phone
6072,SR-00006072,2065,4225,2,74,2023-02-28,Account Maintenance,Medium,48,64.5,True,Resolved,Mobile App
6073,SR-00006073,4419,9042,3,122,2023-11-03,Account Maintenance,Medium,48,26.6,False,Resolved,Online Banking
6074,SR-00006074,4418,9039,5,177,2024-08-24,Digital Banking Support,High,24,9.6,False,Resolved,Phone
6075,SR-00006075,3266,6671,1,1,2023-01-20,Fraud Support,High,24,27.1,True,Resolved,Mobile App
6076,SR-00006076,2902,5913,3,101,2023-12-20,Dispute,Medium,48,26.7,False,Resolved,Phone
6077,SR-00006077,2100,4294,5,183,2024-05-12,Dispute,High,24,23.2,False,Resolved,Online Banking
6078,SR-00006078,1265,2603,2,83,2023-01-11,Card Replacement,Medium,48,16.4,False,Closed Without Resolution,Phone
6079,SR-00006079,6074,12493,2,48,2023-09-25,Account Maintenance,Medium,48,76.4,True,Resolved,Branch
6080,SR-00006080,6511,13375,3,93,2023-10-13,Mortgage Inquiry,High,24,7.4,False,Resolved,Mobile App
6081,SR-00006081,4313,8818,5,205,2023-01-02,Account Maintenance,Low,72,24.5,False,Resolved,Branch
6082,SR-00006082,1926,3947,4,150,2025-11-28,Account Maintenance,High,24,10.2,False,Resolved,Mobile App
6083,SR-00006083,2314,4721,6,217,2025-09-23,Dispute,Low,72,51.5,False,Resolved,Phone
6084,SR-00006084,2677,5455,3,110,2024-06-10,Digital Banking Support,Medium,48,28.3,False,Resolved,Branch
6085,SR-00006085,761,1574,6,211,2025-09-08,Card Replacement,Low,72,32.3,False,Resolved,Mobile App
6086,SR-00006086,6941,14249,2,48,2024-02-12,Complaint,Low,72,87.0,True,Escalated,Branch
6087,SR-00006087,4091,8370,4,164,2024-05-13,Fraud Support,Medium,48,35.8,False,Open,Branch
6088,SR-00006088,6097,12535,2,47,2025-10-12,Fraud Support,Low,72,40.9,False,Resolved,Phone
6089,SR-00006089,1765,3609,6,216,2025-06-09,Digital Banking Support,Low,72,19.2,False,Resolved,Phone
6090,SR-00006090,474,975,3,112,2024-02-01,Fraud Support,Low,72,84.4,True,Open,Phone
6091,SR-00006091,5081,10428,1,42,2024-08-11,Digital Banking Support,Medium,48,30.6,False,Resolved,Mobile App
6092,SR-00006092,916,1880,3,110,2025-05-08,Mortgage Inquiry,Low,72,91.4,True,Resolved,Phone
6093,SR-00006093,1982,4058,5,189,2024-02-22,Account Maintenance,High,24,8.8,False,Resolved,Phone
6094,SR-00006094,1464,2999,2,77,2025-09-09,Digital Banking Support,Low,72,41.0,False,Resolved,Online Banking
6095,SR-00006095,1833,3754,1,25,2025-11-29,Account Maintenance,Urgent,8,11.8,True,Resolved,Branch
6096,SR-00006096,5711,11703,3,92,2024-02-03,Digital Banking Support,Low,72,42.4,False,Resolved,Online Banking
6097,SR-00006097,2035,4163,1,25,2023-10-04,Complaint,Medium,48,133.7,True,Resolved,Phone
6098,SR-00006098,900,1851,4,136,2023-02-15,Digital Banking Support,Low,72,187.8,True,Resolved,Mobile App
6099,SR-00006099,5359,10998,5,208,2023-12-06,Investment Inquiry,Urgent,8,7.7,False,Escalated,Phone
6100,SR-00006100,1362,2814,3,112,2023-11-24,Mortgage Inquiry,Medium,48,19.3,False,Resolved,Phone
6101,SR-00006101,2953,6025,5,205,2024-08-12,Fraud Support,Medium,48,110.7,True,Escalated,Branch
6102,SR-00006102,2385,4866,3,120,2023-10-20,Dispute,Medium,48,36.6,False,Resolved,Phone
6103,SR-00006103,2532,5157,3,99,2025-02-24,Card Replacement,Low,72,96.7,True,Resolved,Branch
6104,SR-00006104,5619,11518,1,25,2024-03-25,Investment Inquiry,Low,72,36.6,False,Resolved,Branch
6105,SR-00006105,2720,5543,2,81,2024-10-31,Fraud Support,Medium,48,16.2,False,Resolved,Phone
6106,SR-00006106,1016,2082,1,4,2024-04-04,Dispute,Medium,48,60.8,True,Closed Without Resolution,Online Banking
6107,SR-00006107,338,705,1,20,2025-02-20,Complaint,Urgent,8,4.1,False,Open,Mobile App
6108,SR-00006108,6984,14321,4,168,2023-05-15,Account Maintenance,Medium,48,78.4,True,Resolved,Branch
6109,SR-00006109,1912,3917,2,81,2023-01-03,Account Maintenance,Medium,48,49.0,True,Resolved,Mobile App
6110,SR-00006110,3380,6895,6,211,2024-02-25,Account Maintenance,Low,72,48.8,False,Open,Mobile App
6111,SR-00006111,4920,10091,1,20,2025-10-09,Dispute,High,24,19.5,False,Resolved,Phone
6112,SR-00006112,299,623,3,109,2025-06-06,Fraud Support,Medium,48,74.3,True,Escalated,Online Banking
6113,SR-00006113,6607,13576,5,202,2024-08-08,Card Replacement,Medium,48,85.5,True,Resolved,Phone
6114,SR-00006114,3773,7709,4,145,2024-09-09,Dispute,Low,72,16.2,False,Resolved,Mobile App
6115,SR-00006115,2532,5157,3,99,2024-06-15,Investment Inquiry,Medium,48,41.6,False,Resolved,Online Banking
6116,SR-00006116,974,2005,2,63,2024-04-28,Account Maintenance,Low,72,41.2,False,Resolved,Online Banking
6117,SR-00006117,2641,5378,3,130,2024-05-02,Dispute,Low,72,146.9,True,Open,Phone
6118,SR-00006118,320,664,4,137,2024-12-31,Card Replacement,High,24,23.0,False,Open,Email
6119,SR-00006119,6030,12400,2,86,2023-08-12,Account Maintenance,Medium,48,37.0,False,Resolved,Mobile App
6120,SR-00006120,123,249,1,3,2024-02-18,Dispute,Low,72,102.9,True,Open,Mobile App
6121,SR-00006121,6057,12461,5,193,2024-08-24,Mortgage Inquiry,High,24,42.0,True,Resolved,Phone
6122,SR-00006122,1548,3169,1,31,2025-09-05,Account Maintenance,Low,72,30.6,False,Resolved,Online Banking
6123,SR-00006123,2006,4109,4,140,2023-12-31,Investment Inquiry,Low,72,165.0,True,Resolved,Mobile App
6124,SR-00006124,4575,9377,4,146,2023-09-24,Complaint,Medium,48,17.7,False,Open,Phone
6125,SR-00006125,2055,4205,4,153,2025-08-08,Account Maintenance,Low,72,84.4,True,Resolved,Online Banking
6126,SR-00006126,2252,4604,3,109,2024-09-21,Investment Inquiry,Medium,48,7.7,False,Resolved,Phone
6127,SR-00006127,1994,4086,3,113,2024-11-27,Card Replacement,High,24,27.7,True,Resolved,Mobile App
6128,SR-00006128,603,1247,5,181,2025-04-11,Account Maintenance,Low,72,22.1,False,Resolved,Phone
6129,SR-00006129,5205,10685,5,179,2024-02-13,Complaint,Low,72,63.1,False,Open,Mobile App
6130,SR-00006130,3642,7430,6,225,2025-12-13,Card Replacement,Medium,48,60.0,True,Resolved,Phone
6131,SR-00006131,4566,9358,4,160,2023-09-30,Fraud Support,Medium,48,42.2,False,Resolved,Branch
6132,SR-00006132,910,1870,3,98,2025-12-25,Mortgage Inquiry,Medium,48,36.0,False,Closed Without Resolution,Mobile App
6133,SR-00006133,1342,2772,4,165,2025-02-10,Digital Banking Support,Medium,48,139.8,True,Resolved,Email
6134,SR-00006134,2907,5928,1,40,2025-10-18,Mortgage Inquiry,Low,72,48.6,False,Resolved,Online Banking
6135,SR-00006135,4709,9646,5,181,2023-07-01,Digital Banking Support,High,24,6.2,False,Open,Phone
6136,SR-00006136,47,103,2,68,2024-05-18,Complaint,Medium,48,23.5,False,Resolved,Phone
6137,SR-00006137,2520,5139,5,197,2024-05-23,Mortgage Inquiry,Medium,48,27.0,False,Resolved,Phone
6138,SR-00006138,1241,2555,5,179,2024-03-01,Dispute,Low,72,58.4,False,Resolved,Mobile App
6139,SR-00006139,1621,3318,5,178,2025-01-06,Account Maintenance,Medium,48,89.2,True,Resolved,Mobile App
6140,SR-00006140,2658,5409,1,6,2024-10-28,Investment Inquiry,Medium,48,13.8,False,Resolved,Branch
6141,SR-00006141,3803,7772,1,39,2025-12-15,Dispute,Low,72,51.6,False,Open,Online Banking
6142,SR-00006142,4835,9922,2,55,2024-10-03,Mortgage Inquiry,Low,72,42.9,False,Resolved,Online Banking
6143,SR-00006143,1752,3577,5,183,2025-12-04,Card Replacement,Low,72,43.6,False,Resolved,Mobile App
6144,SR-00006144,3189,6531,3,116,2024-03-16,Account Maintenance,Low,72,75.5,True,Resolved,Phone
6145,SR-00006145,238,496,5,201,2024-07-15,Card Replacement,Low,72,15.1,False,Resolved,Branch
6146,SR-00006146,5874,12066,1,13,2023-12-04,Dispute,High,24,17.2,False,Open,Mobile App
6147,SR-00006147,478,981,5,177,2025-03-29,Complaint,Low,72,134.9,True,Resolved,Online Banking
6148,SR-00006148,1710,3494,4,163,2025-02-02,Complaint,Medium,48,8.0,False,Resolved,Branch
6149,SR-00006149,5106,10482,4,144,2024-05-01,Account Maintenance,Medium,48,99.9,True,Closed Without Resolution,Phone
6150,SR-00006150,1171,2406,1,4,2023-04-19,Dispute,Medium,48,60.9,True,Resolved,Mobile App
6151,SR-00006151,1238,2549,5,180,2023-07-20,Dispute,Medium,48,21.4,False,Resolved,Branch
6152,SR-00006152,5797,11896,5,190,2025-11-08,Dispute,Low,72,70.7,False,Escalated,Mobile App
6153,SR-00006153,1756,3587,4,164,2025-01-13,Investment Inquiry,Low,72,75.6,True,Resolved,Mobile App
6154,SR-00006154,1293,2670,2,50,2025-07-29,Account Maintenance,Medium,48,71.2,True,Resolved,Branch
6155,SR-00006155,1639,3351,6,209,2023-08-16,Card Replacement,Medium,48,82.4,True,Resolved,Online Banking
6156,SR-00006156,5447,11185,3,93,2023-03-08,Complaint,Medium,48,68.6,True,Open,Branch
6157,SR-00006157,6992,14338,4,170,2025-11-13,Mortgage Inquiry,Medium,48,79.7,True,Resolved,Email
6158,SR-00006158,1344,2774,3,100,2023-07-30,Digital Banking Support,Low,72,90.2,True,Resolved,Online Banking
6159,SR-00006159,2261,4619,2,72,2025-12-16,Account Maintenance,Medium,48,45.7,False,Resolved,Branch
6160,SR-00006160,2226,4548,3,98,2024-03-15,Investment Inquiry,Low,72,28.1,False,Resolved,Online Banking
6161,SR-00006161,2072,4237,3,107,2024-11-16,Dispute,High,24,22.4,False,Resolved,Email
6162,SR-00006162,3500,7149,3,106,2025-11-26,Investment Inquiry,Medium,48,18.6,False,Escalated,Phone
6163,SR-00006163,4165,8526,2,47,2025-06-20,Fraud Support,Low,72,53.5,False,Resolved,Phone
6164,SR-00006164,990,2029,1,18,2023-02-14,Card Replacement,Medium,48,12.1,False,Resolved,Phone
6165,SR-00006165,2113,4322,3,118,2025-09-24,Fraud Support,Medium,48,70.5,True,Resolved,Phone
6166,SR-00006166,786,1622,3,91,2024-03-10,Card Replacement,Low,72,189.2,True,Resolved,Branch
6167,SR-00006167,1525,3113,1,10,2024-03-31,Account Maintenance,Medium,48,59.5,True,Escalated,Online Banking
6168,SR-00006168,1308,2711,5,178,2024-06-10,Investment Inquiry,Medium,48,54.2,True,Resolved,Online Banking
6169,SR-00006169,4358,8911,3,92,2024-03-01,Account Maintenance,Medium,48,40.3,False,Resolved,Mobile App
6170,SR-00006170,6406,13161,4,159,2023-07-03,Card Replacement,Urgent,8,6.7,False,Resolved,Phone
6171,SR-00006171,939,1924,4,136,2024-01-31,Card Replacement,Medium,48,9.5,False,Resolved,Email
6172,SR-00006172,2162,4419,5,189,2025-04-30,Dispute,Low,72,33.8,False,Escalated,Online Banking
6173,SR-00006173,1270,2614,2,68,2024-07-12,Fraud Support,Medium,48,62.1,True,Resolved,Phone
6174,SR-00006174,6085,12514,5,207,2025-07-27,Account Maintenance,Urgent,8,9.0,True,Resolved,Branch
6175,SR-00006175,6483,13317,1,2,2023-08-14,Complaint,Medium,48,28.6,False,Resolved,Online Banking
6176,SR-00006176,2252,4604,3,109,2025-03-09,Investment Inquiry,High,24,15.6,False,Resolved,Online Banking
6177,SR-00006177,5856,12026,2,79,2024-06-23,Digital Banking Support,Low,72,25.3,False,Resolved,Mobile App
6178,SR-00006178,6155,12662,2,65,2023-03-16,Account Maintenance,Medium,48,41.8,False,Resolved,Email
6179,SR-00006179,4687,9605,4,154,2024-01-15,Digital Banking Support,Low,72,96.5,True,Resolved,Mobile App
6180,SR-00006180,3511,7169,2,64,2023-08-08,Dispute,Low,72,24.0,False,Resolved,Mobile App
6181,SR-00006181,6465,13278,6,224,2025-09-07,Mortgage Inquiry,Low,72,94.9,True,Resolved,Online Banking
6182,SR-00006182,5270,10820,2,55,2023-05-30,Card Replacement,Medium,48,116.1,True,Resolved,Online Banking
6183,SR-00006183,6912,14183,3,99,2025-01-03,Card Replacement,Low,72,49.4,False,Escalated,Branch
6184,SR-00006184,1085,2223,6,224,2023-08-13,Account Maintenance,Medium,48,54.6,True,Resolved,Mobile App
6185,SR-00006185,303,628,5,190,2023-02-28,Digital Banking Support,High,24,17.4,False,Resolved,Branch
6186,SR-00006186,3062,6257,5,185,2024-10-07,Account Maintenance,Medium,48,71.7,True,Escalated,Branch
6187,SR-00006187,3310,6761,3,123,2024-02-15,Investment Inquiry,Low,72,38.1,False,Open,Branch
6188,SR-00006188,3519,7182,6,222,2023-01-29,Complaint,Medium,48,42.2,False,Resolved,Online Banking
6189,SR-00006189,4283,8757,4,146,2023-07-31,Dispute,High,24,35.2,True,Escalated,Mobile App
6190,SR-00006190,1136,2336,2,65,2023-12-06,Investment Inquiry,Low,72,136.3,True,Resolved,Online Banking
6191,SR-00006191,1202,2470,2,50,2023-10-01,Card Replacement,Medium,48,46.0,False,Resolved,Email
6192,SR-00006192,6651,13668,5,194,2023-12-31,Dispute,Low,72,38.0,False,Resolved,Phone
6193,SR-00006193,1210,2486,2,82,2024-08-20,Digital Banking Support,Medium,48,36.0,False,Resolved,Mobile App
6194,SR-00006194,377,789,3,118,2024-03-28,Card Replacement,Medium,48,62.5,True,Resolved,Phone
6195,SR-00006195,5266,10810,2,86,2025-08-09,Card Replacement,Medium,48,16.0,False,Resolved,Mobile App
6196,SR-00006196,1670,3406,5,174,2025-11-06,Card Replacement,Medium,48,44.7,False,Resolved,Mobile App
6197,SR-00006197,6298,12943,1,45,2025-07-29,Digital Banking Support,Medium,48,26.5,False,Resolved,Email
6198,SR-00006198,3547,7240,3,113,2025-11-16,Card Replacement,Medium,48,45.6,False,Closed Without Resolution,Online Banking
6199,SR-00006199,4288,8769,2,54,2025-01-30,Investment Inquiry,High,24,12.1,False,Resolved,Online Banking
6200,SR-00006200,3065,6264,6,216,2024-03-14,Fraud Support,Medium,48,33.1,False,Resolved,Email
6201,SR-00006201,5389,11065,5,184,2025-10-08,Fraud Support,High,24,14.3,False,Resolved,Branch
6202,SR-00006202,3523,7192,5,205,2024-10-04,Digital Banking Support,Medium,48,27.1,False,Resolved,Online Banking
6203,SR-00006203,2981,6082,1,32,2025-08-31,Digital Banking Support,Medium,48,38.5,False,Resolved,Branch
6204,SR-00006204,3214,6575,6,213,2024-05-12,Card Replacement,Low,72,92.7,True,Open,Online Banking
6205,SR-00006205,6346,13037,2,75,2024-05-27,Account Maintenance,Medium,48,59.2,True,Resolved,Online Banking
6206,SR-00006206,6265,12878,2,58,2025-05-14,Card Replacement,Medium,48,18.5,False,Resolved,Branch
6207,SR-00006207,3009,6140,6,215,2023-01-24,Dispute,Medium,48,31.0,False,Escalated,Mobile App
6208,SR-00006208,1485,3041,4,156,2023-11-07,Dispute,High,24,22.7,False,Open,Branch
6209,SR-00006209,4564,9351,1,9,2025-01-04,Card Replacement,Low,72,65.5,False,Resolved,Mobile App
6210,SR-00006210,3319,6776,1,33,2024-06-03,Digital Banking Support,Medium,48,60.8,True,Resolved,Phone
6211,SR-00006211,6157,12666,1,32,2023-08-27,Card Replacement,Medium,48,20.9,False,Resolved,Online Banking
6212,SR-00006212,1579,3233,1,40,2025-01-10,Digital Banking Support,Low,72,22.4,False,Resolved,Branch
6213,SR-00006213,4543,9307,1,36,2025-06-24,Account Maintenance,Medium,48,30.9,False,Escalated,Mobile App
6214,SR-00006214,2313,4719,1,18,2024-10-03,Mortgage Inquiry,Medium,48,34.0,False,Resolved,Online Banking
6215,SR-00006215,4389,8978,3,94,2025-05-04,Account Maintenance,Medium,48,41.0,False,Resolved,Branch
6216,SR-00006216,3135,6399,3,94,2024-02-15,Mortgage Inquiry,Medium,48,35.0,False,Resolved,Phone
6217,SR-00006217,815,1678,3,124,2023-12-23,Dispute,High,24,19.2,False,Open,Phone
6218,SR-00006218,4953,10163,1,25,2023-11-18,Investment Inquiry,Low,72,42.1,False,Resolved,Branch
6219,SR-00006219,4635,9497,3,108,2025-10-25,Dispute,Urgent,8,8.4,True,Resolved,Online Banking
6220,SR-00006220,5749,11793,2,69,2025-11-26,Investment Inquiry,Medium,48,32.3,False,Resolved,Phone
6221,SR-00006221,2518,5135,2,57,2025-10-25,Fraud Support,Low,72,128.9,True,Resolved,Mobile App
6222,SR-00006222,4755,9752,4,163,2023-12-18,Account Maintenance,Low,72,17.8,False,Open,Branch
6223,SR-00006223,1163,2390,5,196,2025-06-07,Complaint,High,24,6.9,False,Closed Without Resolution,Email
6224,SR-00006224,3761,7683,5,201,2023-12-06,Card Replacement,High,24,12.0,False,Escalated,Phone
6225,SR-00006225,33,73,3,92,2024-05-13,Digital Banking Support,Medium,48,72.2,True,Resolved,Phone
6226,SR-00006226,6678,13720,6,218,2023-01-07,Investment Inquiry,Medium,48,25.9,False,Closed Without Resolution,Online Banking
6227,SR-00006227,6147,12646,5,190,2025-11-24,Card Replacement,Low,72,81.6,True,Escalated,Branch
6228,SR-00006228,3503,7156,4,163,2024-05-01,Card Replacement,High,24,14.7,False,Open,Mobile App
6229,SR-00006229,2758,5622,3,105,2023-07-01,Investment Inquiry,Low,72,12.6,False,Resolved,Branch
6230,SR-00006230,6365,13074,2,78,2025-11-14,Digital Banking Support,Medium,48,34.0,False,Closed Without Resolution,Branch
6231,SR-00006231,4842,9936,1,24,2023-03-30,Investment Inquiry,Low,72,44.6,False,Escalated,Branch
6232,SR-00006232,4587,9399,4,154,2023-02-19,Account Maintenance,Low,72,41.1,False,Resolved,Email
6233,SR-00006233,6018,12375,1,23,2025-11-04,Fraud Support,High,24,23.4,False,Resolved,Online Banking
6234,SR-00006234,333,693,3,104,2025-12-14,Investment Inquiry,Medium,48,33.4,False,Resolved,Online Banking
6235,SR-00006235,2242,4581,2,87,2025-04-09,Fraud Support,Low,72,46.7,False,Resolved,Mobile App
6236,SR-00006236,6461,13268,4,159,2024-04-20,Digital Banking Support,High,24,18.8,False,Resolved,Phone
6237,SR-00006237,5120,10512,3,109,2025-12-22,Card Replacement,Low,72,39.5,False,Resolved,Branch
6238,SR-00006238,3284,6704,5,205,2023-03-22,Account Maintenance,Low,72,109.8,True,Resolved,Phone
6239,SR-00006239,261,550,5,203,2024-12-30,Complaint,Medium,48,12.9,False,Open,Mobile App
6240,SR-00006240,4696,9621,3,98,2025-03-11,Account Maintenance,Medium,48,9.2,False,Closed Without Resolution,Mobile App
6241,SR-00006241,6074,12493,2,48,2023-06-04,Complaint,Medium,48,58.1,True,Resolved,Phone
6242,SR-00006242,4980,10215,1,11,2023-11-03,Complaint,High,24,42.1,True,Resolved,Branch
6243,SR-00006243,2612,5317,5,172,2025-05-27,Card Replacement,Medium,48,48.8,True,Escalated,Mobile App
6244,SR-00006244,2735,5574,4,135,2025-09-29,Digital Banking Support,Medium,48,29.3,False,Open,Online Banking
6245,SR-00006245,2588,5267,2,51,2024-06-17,Digital Banking Support,High,24,7.3,False,Escalated,Mobile App
6246,SR-00006246,148,311,1,19,2024-04-01,Account Maintenance,Medium,48,84.2,True,Resolved,Mobile App
6247,SR-00006247,4306,8805,5,193,2023-01-13,Investment Inquiry,Medium,48,29.0,False,Resolved,Mobile App
6248,SR-00006248,957,1962,5,207,2023-12-15,Card Replacement,Medium,48,52.6,True,Resolved,Phone
6249,SR-00006249,6025,12391,2,69,2024-02-15,Digital Banking Support,Medium,48,31.7,False,Resolved,Email
6250,SR-00006250,1519,3103,1,27,2025-02-10,Complaint,Low,72,63.7,False,Resolved,Phone
6251,SR-00006251,89,186,4,138,2023-03-23,Fraud Support,Medium,48,27.7,False,Resolved,Branch
6252,SR-00006252,6346,13037,2,75,2025-12-11,Account Maintenance,Low,72,398.3,True,Resolved,Online Banking
6253,SR-00006253,5637,11555,6,211,2023-09-03,Complaint,Low,72,65.2,False,Resolved,Branch
6254,SR-00006254,2511,5120,3,126,2025-11-09,Mortgage Inquiry,High,24,23.4,False,Resolved,Phone
6255,SR-00006255,4569,9367,4,147,2024-04-16,Fraud Support,Low,72,90.2,True,Resolved,Online Banking
6256,SR-00006256,4643,9514,6,216,2024-11-07,Account Maintenance,Low,72,93.6,True,Resolved,Phone
6257,SR-00006257,1075,2205,4,154,2023-04-27,Card Replacement,Medium,48,35.8,False,Escalated,Online Banking
6258,SR-00006258,6436,13218,1,37,2023-11-02,Account Maintenance,Medium,48,21.6,False,Resolved,Mobile App
6259,SR-00006259,883,1819,4,152,2024-05-14,Dispute,Low,72,60.2,False,Open,Mobile App
6260,SR-00006260,4432,9074,5,190,2025-07-15,Account Maintenance,Medium,48,32.1,False,Resolved,Phone
6261,SR-00006261,5001,10255,2,62,2023-10-18,Card Replacement,Low,72,28.9,False,Resolved,Mobile App
6262,SR-00006262,6740,13833,2,76,2025-05-14,Digital Banking Support,Low,72,16.1,False,Resolved,Branch
6263,SR-00006263,480,985,2,59,2024-11-28,Complaint,Medium,48,21.7,False,Resolved,Phone
6264,SR-00006264,4967,10189,3,115,2025-03-01,Digital Banking Support,Urgent,8,9.3,True,Resolved,Phone
6265,SR-00006265,4869,9993,1,23,2024-03-15,Complaint,Urgent,8,8.4,True,Resolved,Mobile App
6266,SR-00006266,5069,10396,4,147,2025-05-25,Fraud Support,Low,72,30.5,False,Resolved,Mobile App
6267,SR-00006267,2954,6026,2,87,2023-01-29,Investment Inquiry,Low,72,43.8,False,Resolved,Phone
6268,SR-00006268,4291,8776,1,1,2024-01-29,Account Maintenance,Medium,48,47.1,False,Resolved,Branch
6269,SR-00006269,2320,4734,2,56,2025-11-08,Account Maintenance,High,24,18.2,False,Resolved,Online Banking
6270,SR-00006270,2020,4137,2,65,2024-03-22,Card Replacement,Low,72,28.7,False,Resolved,Mobile App
6271,SR-00006271,2348,4790,2,51,2025-07-02,Fraud Support,Low,72,19.6,False,Resolved,Mobile App
6272,SR-00006272,964,1979,3,121,2024-09-01,Card Replacement,Low,72,30.4,False,Resolved,Branch
6273,SR-00006273,4899,10046,6,213,2023-06-24,Account Maintenance,Low,72,37.4,False,Resolved,Branch
6274,SR-00006274,3081,6295,1,28,2025-09-29,Investment Inquiry,Low,72,27.0,False,Resolved,Mobile App
6275,SR-00006275,4263,8719,3,106,2023-02-25,Digital Banking Support,High,24,14.6,False,Resolved,Branch
6276,SR-00006276,6132,12615,5,182,2024-08-31,Investment Inquiry,Medium,48,56.4,True,Resolved,Mobile App
6277,SR-00006277,2643,5383,2,71,2023-10-01,Complaint,Medium,48,67.6,True,Resolved,Online Banking
6278,SR-00006278,1132,2329,2,52,2023-03-24,Card Replacement,Medium,48,47.1,False,Resolved,Branch
